会员,级别,评价星级,评价内容,时间,点赞数,评论数,追评时间,追评内容,商品属性,页面网址,页面标题,sku,好评度,评价关键词,评论类型,该类型评论数
jd_335p8v9s83xay7,,5星,很轻便，机身质感也不错，但是不适合手太大的人，自带那个头操作难度有点大，新手还是得搞个超大光圈才行，拍视频，记录生活绝对够用，优于是刚接触相机﻿没敢指纹解锁,2026-02-04,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
热带大雨,,5星,还可以，确实比较吸睛，小巧，拍摄使用也比较方便,2026-02-03,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
眉***宥,,5星,总体来说，索尼这款相机还是比较适合新手来用的，买给老婆的，用来记录我们平时的生活，还有小宝宝的日常。用起来非常不错，尤其是摄像功能。,2026-02-02,1,,,,白色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
榴***乐,,5星,操作简单，对焦快，重量还可以，装上保护套也没有很沉，出去试拍了一会，照相很清晰，视频功能也不错，给孩子当摄影启蒙是个不错的选择，性价比挺高的。,2026-02-02,2,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
欢欢是只猪,,5星,相机颜值很高，因为是新手，拍出来的效果可能不是很好，都是照片很清晰，屏幕可以旋转，可以多角度调节，小巧精致，真是性价比很高的产品,2026-02-01,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
j***1,,5星,近期购买的产品种类繁多，性价比极高。使用体验上，产品表现出色，质量过硬。其价格优势明显，使得整体购物体验非常满意。总体来看，这是一款物超所值的产品，值得推荐。期待未来能有更多机会再次购买。,2026-02-01,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
zz4j4sa80bf6f9,,5星,很好，经常在京东买东西，方便快捷,2026-01-31,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
p***3,,5星,"质量可以说是非常好了，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物",2026-01-31,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
924s5klo3ocpyk,,5星,颜值 功能 都不错,2026-01-31,,,,,白色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
j***W,,5星,希望能耐用 别出故障,2026-01-30,,,,,黑色单机,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
可怜秋风悲白发,,5星,这款相机真的太棒了！电池续航超长，拍照对焦又快又准📸，小巧便携放包里毫无压力🎒。屏幕触控灵敏流畅，操作起来非常顺手✨。整体体验满分，值得入手👍！！,2026-01-30,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
哒***s,,5星,颜值非常高，操作简单快捷,2026-01-30,,,,,白色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
严***宝,,1星,垃圾 再也不用京东了,2026-01-28,,1,,,白色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
fds8u0lofaikz0,,5星,非常不错很不错推荐推荐很流畅,2026-01-28,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
ppHtjWTVgPeu,,5星,这款索尼zv e10相机，做工很好，完美无瑕疵。经过官方查询生产批号，为官方正版相机，半画幅相机里这台相机性价比非常高，续航也很棒，而且支持触摸操作，对新手很友好，总之能花这样的价钱买到这台相机，非常值得购买,2026-01-27,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
1***a,,5星,"产品包装：包装完好，送来也没有任何破损。
外形外观：这款相机外观很漂亮，颜值高，是我喜欢的款式。
成像效果：拍照清晰，配置高，完全满足我的需求。
便携性能：携带方便，出门随时带着",2026-01-27,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
H***8,,5星,"产品包装：送来的时候包装完好，很小巧。
外形外观：外形没的说，很漂亮，很小巧。
成像效果：成像效果还是很不错的，不过还需要一段时间去研究。
便携性能：很小巧，便携性很不错。
其他特色：我买这个，主要是用来做直播用的，具体效果如何，到时候来看情况",2026-01-27,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
jd_f3t0rt4hlz7m0j,,1星,"新手第一坑，就是买的这个相机，拍出来很模糊，还不如手机拍了，收到盒子也是烂的，售后扯皮，不退不换，刚买到手不到一周就降价，大家要擦亮眼睛，千万别买这款，也别再京东上下单，很垃圾的一次体验，京东上下单手机平板，很多次，这次体验感最差，出了问题，售后态度就是踢皮球，这个部分反馈那个部门一直也没解决，垃圾垃圾垃圾！！！！！
大几千买的东西，盒子📦都是烂的湿的，",2026-01-27,1,2,购后8天追评,刚买就降价，垃圾售后服务也是踢皮球垃圾,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
whtwwy,,5星,索尼ZV-E10K套机（黑色）小巧便携，画质出色。新升级的16-50mm II代镜头对焦迅速且安静，电动变焦顺滑，非常适合视频创作。侧翻屏和增强的收音效果让单人拍摄无比方便，是一台上手快、表现可靠的内容创作利器。,2026-01-25,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
jdYbs514,,5星,索尼品牌，经典相机，大众情人，入门价位，短焦镜头，机身小巧，操作简单，赠送闪迪，当天下单，当天收货，包装完好，送货到家。,2026-01-25,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
果酱CAT,,5星,感觉录视频还是挺稳的，清晰度也好，但是拍照的话和我苹果14拍的图没觉得差别多大啊，一个像素1000多万一个像素2400万呢，也不知道是不是我不会调参数没发挥它的价值hhh,2026-01-25,,1,购后19天追评,去旅游拿这个相机拍了很多图，很好拍！被打脸了，到底还是比iphone拍得有氛围感多了,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
购***生,,1星,"差评！花了快五千块钱，体验最差的一次，以前一万多买佳能单反，比这个强百倍。
第一，价格问题，下单时系统不自动关联国补，导致多花了将近6百块钱，客户以拆开包装为由不能无理由退货，玩文字游戏，既当又立，什么叫无理由！
第二，产品不带存储卡，让消费者买了以后怎么用，你商家是来做买卖的，消费者买了你的商品还直接用不了，谁还会过来买！而且客服还态度特别恶劣，说五万的都没有，什么意思，你让消费者用不了你的产品你还骄傲？可笑至极。
联系大家不要买！避免踩坑，这也是最后一次买这个品牌的产品。",2026-01-25,,1,购后29天追评,送的赠品相机套，浅蓝色，什么审美！也不能选，联系大家不要买这家了！,白色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
j***d,,5星,这款相机真的太戳我了！透明磨砂质感，拿在手里超有高级感，而且防滑不沾指纹～边框加厚设计，摔了也不怕，安全感满满！贴合度也超好，按键灵敏，日常使用完全无压力，颜值与实力并存，爱了爱了！,2026-01-25,,,,,黑色单机,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
宇***雳,,1星,降价了,2026-01-25,,1,,,黑色单机,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
小富aaa,,1星,这是我在京东上购物体验最差的一次，客服服务态度也极差，刚开始沟通可以退货，过了一天立马改口只可以换货，提交申请后，各种拖时间，到最后连换货也不给换，甚至客服直接拉黑买家，商品表面有脱漆，说没有拍开箱视频理由各种推脱，体验极差，就没有碰到这么差的。,2026-01-24,2,1,,,白色【经典】16-50标准镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
jd_8vt694s8rrj2ki,,5星,相机很不错，京东自营店值得信赖，服务也很好，注册耐心解答,2026-01-24,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
5218u8ah1huwc3,,5星,精致的做工，好看的设计，一如既往的优秀 Sony 。,2026-01-23,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
fzqXvzwWwJml,,1星,不到1个月降了170块钱，客户只会说，抱歉，千万别在这买,2026-01-23,,2,购后25天追评,价格太乱了，不要在这个平台买，不到1个月，降了170，客户只会说过了保价时间，别的平台都保，就京东不保，差评,白色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
j***9,,5星,相机不重，拍照效果很好，喜欢的宝子可以入手咯,2026-01-23,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
牛拧妞妞拧牛,,4星,挺好的一个相机，这个相机的特点就是小型化，照出来效果嘛还可以，索尼的相机的特点就是对焦比较快速比较准确，以前一直用佳能的这次换一个索尼的相机看一下，以前一直用佳能的这次换一个索尼的相机，相信这个索尼的质量，相信京东自营的产品,2026-01-23,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
j***b,,5星,小巧精致，看着还可以，电池没电，充电后看下,2026-01-23,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
楠***8,,5星,好用的，很喜欢，入门相机首选,2026-01-22,,,,,白色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
jd_180343oet,,5星,好评 终于买到了我心心念念的小相机,2026-01-21,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
李***u,,5星,这款相机画质细腻，色彩还原真实，对焦迅速，无论是日常记录还是专业创作都能轻松胜任，握持手感舒适，是摄影爱好者的理想之选。,2026-01-21,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
C***菲,,3星,26年一月底买的相机生产日期是25年9月的，库存机。除了这个以外其他还好，另外cmos上有颗灰。,2026-01-21,,3,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
jd_HkFEclZPsCkk,,5星,2025.10月生产三码合一正品,2026-01-20,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
jd_159618ygl,,5星,哈啊哈哈哈哈啊哈哈哈啊哈哈哈啊哈,2026-01-20,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
什***b,,5星,好用，拍照清晰，出片。质量很好，性价比比较高,2026-01-19,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
jd_71vrusm1p04whe,,5星,非常轻便，但是有的时候画质和手机不相上下（但是上限比手机高多了），很好玩，性价比超高，拍视频就只能固定机位画质很棒，上稳定器小范围移动有的时候也能用，套头感觉其实挺（）虽然很多时候我都用好6mmf1.75。反正我没钱这个相机能让我拍到照片我已经很满意了,2026-01-19,,,,,黑色【经典】16-50标准镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
姆***晨,,5星,对焦很快，操作也简单,2026-01-18,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
A***2,,5星,挺好的，新手还在学习中,2026-01-18,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
u***p,,1星,垃圾中的战斗机，大家谨慎购买，想清楚再买，买了就不能退，4000打水漂，还不如买台好点的手机去拍照。,2026-01-18,,2,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
山***哒,,1星,刚过价保就降价,2026-01-18,,1,,,黑色单机,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
永乐泡泡糖,,5星,各种对比，最后还是选了这款，收到检查了没啥问题，暂时很好，白色比黑色漂亮，拍照还可以，京东比较靠谱，比拼夕夕贵二百块钱无所谓，图个安心，而且还送了套子，内存卡。,2026-01-17,3,1,,,白色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
jd_186022nqq,,5星,非常好，值得购买，下次还会继续购买，点赞,2026-01-17,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
jd_186022nqq,,5星,非好吃，值得信赖，下次还会继续购买，点赞,2026-01-17,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
jd134341qhw,,5星,"首先京东平台购物，物流速度就是杠杠的，总是第一时间发货到货
对相机没有概念，在小红书上面搜索对比的，这款是特别多推荐的新手相机，性价比高，性能好，女儿超级开心满意，推荐推荐",2026-01-16,1,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
璀***龙,,5星,重量轻便，很方便携带，出片清晰。,2026-01-16,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
squarelulu,,5星,小巧便携可换镜头价格还便宜，是我现在最常用的相机,2026-01-16,,,,,黑色【经典】16-50标准镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
v***5,,4星,买来送人的，同时下单，但是镜头和机身还是分开到货的，颜值还是不错的，现在虽然手机拍照效果已经不错了，相机还是有他存在的价值的,2026-01-15,,,,,白色【经典】16-50标准镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
j***p,,5星,第一款相机，爱死了，我爱索尼,2026-01-15,,,,,白色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
lvshahong,,5星,品质稳定，做工优良，服务好。,2026-01-14,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
a***r,,5星,"产品包装：包装严实，挺好的
成像效果：拍照 录像画面都还蛮舒服的",2026-01-14,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
a***r,,5星,"外形外观：小巧很适合女孩子使用
成像效果：拍照 录像画面都还蛮舒服的",2026-01-14,,,,,白色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
j***y,,5星,质量好，价格低，这性价比没谁了。物流飞速，商家服务优质，售后让人放心，强烈推荐！强烈推荐这家店的商品，物美价廉，质量可靠。物流快，商家服务好，售后有保障。质量好，价格低，这性价比没谁了。物流飞速，商家服务优质，售后让人放心，强烈推荐！强烈推荐这家店的商品，物美价廉，质量可靠。物流快，商家服务好，售后有保障。质量好，价格低，这性价比没谁了。物流飞速，商家服务优质，售后让人放心，强烈推荐！强烈推荐这家店的商品，物美价廉，质量可靠。物流快，商家服务好，售后有保障。质量好，价格低，这性价比没谁了。物流飞,2026-01-13,,,,,黑色【经典】16-50标准镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
jd_137344xyh,,5星,在网上还是实体店看了好长时间，最终选择了这款。出门旅游还是孩子上学，带着很方便。画质清晰，噪音小。,2026-01-13,,,,,白色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
Laurel吖,,5星,1. 东西收到啦，质量超出预期，细节做得很到位，性价比超高，真心推荐给大家！  2. 物流速度绝了，包装严实没有破损，实物和描述一模一样，用着很顺手，会回购！  3. 这款真的太好用了，做工精细，颜值也高，用了几天体验感满分，闭眼入不亏！,2026-01-12,,,,,黑色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
Aiden66666,,5星,还不错，很新，全新正品，对焦速度也很快,2026-01-12,,,,,黑色单机,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
aexklc81539lc7,,5星,小巧可爱，方便携带。,2026-01-11,,1,,,白色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
8z4vr0p8jm1g7n,,5星,保修制度不够好，,2026-01-11,,,,,白色【经典】16-50标准镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
沙德劳丽,,5星,最近出门朋友看到我穿这件都来找我要链接🔗！不管是出门玩还是平时穿都超合适，做工细节也蛮讲究🔍，强烈安利你们买！,2026-01-11,1,,,,黑色【经典】16-50标准镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
j***1,,1星,此用户未及时填写评价内容,2026-01-11,,1,购后71天追评,阳光好的时候比较出片，室内拍照不好看。售后很差，充电线充电器没到三个月就坏了，充不了电，联系客服说没售后。,白色【经典】16-50标准镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
娄0000,,5星,全是淋巴肉,2026-01-11,,,,,白色【新品】新一代16-50镜头套装,https://item.jd.com/100013051295.html,【索尼ZV-E10】索尼（SONY）ZV-E10 半画幅微单相机 单机身 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 黑色【行情 报价 价格 评测】-京东,100013051295,,,,
